Ano;Mês;Dia;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);LATITUDE;LONGITUDE;ALTITUDE
2019;01;08;00;0;971,1;971,4;971,1;;27;13,3;27,4;26,9;13,3;12,3;43;39;43;149;5,3;2,2;-9,388323;-40,523262;372,72
2019;01;08;01;0;971,2;971,3;971,1;;26,5;12,8;27;26,4;13,5;12,8;44;43;43;169;4,1;1,8;-9,388323;-40,523262;372,72
2019;01;08;02;0;971,1;971,3;971,1;;25,9;12,5;26,5;25,8;12,8;12,2;44;41;43;153;4,2;1,4;-9,388323;-40,523262;372,72
2019;01;08;03;0;970,8;971,1;970,8;;25,9;13,7;26,3;25,7;13,7;12,5;47;43;47;130;6,6;3,3;-9,388323;-40,523262;372,72
2019;01;08;04;0;970,4;970,9;970,3;;25,1;14,7;25,9;25,1;14,7;13,6;52;47;52;119;6,4;3,9;-9,388323;-40,523262;372,72
2019;01;08;05;0;970,6;970,6;970,4;;24,7;15,1;25,1;24,7;15,1;14,7;55;52;55;119;6,4;3,4;-9,388323;-40,523262;372,72
2019;01;08;06;0;970,9;970,9;970,5;;24,3;16;24,7;24,3;16;15,1;60;55;60;119;7;3,2;-9,388323;-40,523262;372,72
2019;01;08;07;0;971,6;971,6;970,9;;23,9;15,9;24,3;23,9;16,1;15,8;61;60;61;123;5,8;3,4;-9,388323;-40,523262;372,72
2019;01;08;08;0;972,2;972,2;971,6;;23,5;15,9;23,9;23,5;15,9;15,6;62;60;62;133;8,1;3,7;-9,388323;-40,523262;372,72
2019;01;08;09;0;972,8;972,9;972,2;13,6;23,2;16,2;23,5;23,2;16,2;15,8;65;62;65;124;7,4;3,9;-9,388323;-40,523262;372,72
2019;01;08;10;0;973,2;973,3;972,8;246,4;23,7;15,9;23,8;23,2;16,3;15,9;65;61;62;145;6,1;2,9;-9,388323;-40,523262;372,72
2019;01;08;11;0;973,4;973,4;973;804,7;24,6;16,3;25;23,6;16,6;15,9;62;59;60;140;7,6;4;-9,388323;-40,523262;372,72
2019;01;08;12;0;973,5;973,6;973,3;919;25,7;16,3;25,7;24,5;16,5;16,2;60;56;56;127;8;4,4;-9,388323;-40,523262;372,72
2019;01;08;13;0;973,4;973,5;973,4;1459,6;26,7;15,7;27,2;25,5;16,5;15,7;57;50;51;123;8,9;4,9;-9,388323;-40,523262;372,72
2019;01;08;14;0;972,7;973,4;972,6;2073,8;27,9;15,4;29;26,6;16,1;15,2;51;45;47;131;10;5;-9,388323;-40,523262;372,72
2019;01;08;15;0;971,9;972,7;971,9;1575,1;28,6;15;29,5;27,6;15,9;15;47;43;44;130;9,6;4,3;-9,388323;-40,523262;372,72
2019;01;08;16;0;971,3;972;971,2;1862,7;30,4;14,4;30,8;28,5;15,4;14,4;44;38;38;127;8,4;4,8;-9,388323;-40,523262;372,72
2019;01;08;17;0;970,2;971,3;970,2;1545,5;30,7;14,7;31,4;29,7;15;13,8;40;35;38;123;8,1;4,2;-9,388323;-40,523262;372,72
2019;01;08;18;0;969,4;970,2;969,4;1323,5;31,7;13,2;32,1;29,9;14,5;12,9;38;32;32;110;8,6;4,7;-9,388323;-40,523262;372,72
2019;01;08;19;0;969,1;969,5;969,1;1608,9;31,8;12,9;32,7;31,3;13,7;12,7;33;31;32;104;8,7;4,8;-9,388323;-40,523262;372,72
2019;01;08;20;0;969,1;969,2;968,9;940,3;31,2;13,1;32,2;31;13,3;12,8;33;31;33;106;9;4,6;-9,388323;-40,523262;372,72
2019;01;08;21;0;969,3;969,4;969;358,2;30,1;13,6;31,2;30,1;13,6;13;36;33;36;116;8,5;3,9;-9,388323;-40,523262;372,72
2019;01;08;22;0;969,6;969,6;969,3;0,3;29,3;14,1;30,1;29,3;14,2;13,6;40;36;40;116;8,1;2;-9,388323;-40,523262;372,72
2019;01;08;23;0;970,1;970,1;969,6;;28,8;13,5;29,3;28,8;14,1;13,5;40;39;39;130;5;3;-9,388323;-40,523262;372,72
2019;01;09;00;0;970,7;970,7;970,1;;28,1;13,4;28,8;28,1;13,8;13,4;41;39;40;123;4,8;2,8;-9,388323;-40,523262;372,72
2019;01;09;01;0;971;971,1;970,7;;27,6;14;28,1;27,6;14;13,4;43;40;43;126;4,5;2;-9,388323;-40,523262;372,72
2019;01;09;02;0;970,8;971;970,8;;27;14,3;27,7;27;14,3;13,9;46;43;46;129;5,3;2,9;-9,388323;-40,523262;372,72
2019;01;09;03;0;970,5;970,8;970,5;;26,2;15;27;26,2;15;14,3;50;46;50;124;8,2;4,4;-9,388323;-40,523262;372,72
2019;01;09;04;0;970,3;970,6;970,3;;25,4;15,6;26,2;25,4;15,6;15;55;50;55;131;8,2;3,8;-9,388323;-40,523262;372,72
2019;01;09;05;0;970,4;970,4;970,2;;25;16;25,4;25;16;15,6;57;55;57;119;6,8;3,3;-9,388323;-40,523262;372,72
2019;01;09;06;0;970,3;970,4;970,2;;24,3;16,2;25;24,3;16,2;16;61;57;61;119;7,2;3;-9,388323;-40,523262;372,72
2019;01;09;07;0;970,3;970,3;970,2;;23,6;16,2;24,3;23,6;16,3;16,2;63;61;63;130;7,2;3,5;-9,388323;-40,523262;372,72
2019;01;09;08;0;970,9;970,9;970,3;;23;16,4;23,6;23;16,4;16,2;66;63;66;125;8,3;4,8;-9,388323;-40,523262;372,72
2019;01;09;09;0;971,9;971,9;970,9;11,1;22,8;16,6;23;22,8;16,6;16,4;68;66;68;130;8,3;3,6;-9,388323;-40,523262;372,72
2019;01;09;10;0;972,4;972,4;971,9;302,7;23,1;16,7;23,4;22,8;16,8;16,6;68;66;67;132;7,8;4,7;-9,388323;-40,523262;372,72
2019;01;09;11;0;972,4;972,6;972,3;888,2;24,5;16,4;24,6;23,1;17,1;16,2;67;60;61;130;8,1;5,4;-9,388323;-40,523262;372,72
2019;01;09;12;0;972,4;972,6;972,4;1668,7;26,1;16,2;26,3;24,4;16,6;15,7;61;54;54;129;9,3;5,3;-9,388323;-40,523262;372,72
2019;01;09;13;0;972;972,5;972;1906,9;27,3;15,4;28,2;26,1;16,2;14,8;54;45;48;128;9,1;4,7;-9,388323;-40,523262;372,72
2019;01;09;14;0;971,3;972;971,3;2624,2;29,8;14,7;30,1;27,3;15,7;14,2;48;39;40;108;9,5;4,5;-9,388323;-40,523262;372,72
2019;01;09;15;0;970,5;971,3;970,5;2107;30,3;14,5;30,4;28,4;14,9;14;42;38;38;116;9,3;4,2;-9,388323;-40,523262;372,72
2019;01;09;16;0;969,5;970,5;969,5;2118,2;31,6;14;31,6;29,6;14,5;13,7;39;34;34;122;8,9;3,3;-9,388323;-40,523262;372,72
2019;01;09;17;0;968,7;969,5;968,6;2017,6;32,1;13,2;32,9;31,1;14,2;13;35;31;32;107;8;4,6;-9,388323;-40,523262;372,72
2019;01;09;18;0;968;968,7;968;1934,5;32,7;13;33,4;31,6;13,7;12,5;32;30;30;138;8,3;3,6;-9,388323;-40,523262;372,72
2019;01;09;19;0;967,3;968;967,3;1314,2;33;13,1;33,2;32,2;13,5;12,8;31;30;30;133;7,8;3,6;-9,388323;-40,523262;372,72
2019;01;09;20;0;966,9;967,3;966,9;812;32,8;13,1;33,4;32,2;13,2;12,6;31;29;30;114;6,8;3,3;-9,388323;-40,523262;372,72
2019;01;09;21;0;967,1;967,1;966,8;177,2;31,8;12,9;32,8;31,8;13,1;12,8;32;30;32;127;6,8;2,5;-9,388323;-40,523262;372,72
2019;01;09;22;0;967,6;967,6;967,1;;31,3;13,4;31,8;31,3;13,4;12,9;34;32;34;133;5,3;2,3;-9,388323;-40,523262;372,72
2019;01;09;23;0;968,4;968,4;967,6;;31,3;13,1;31,4;31,2;13,6;13;34;33;33;158;5,1;2,7;-9,388323;-40,523262;372,72
2019;01;10;00;0;969;969;968,4;;30,8;13;31,3;30,8;13,1;12,8;34;33;34;137;7,2;2,7;-9,388323;-40,523262;372,72
2019;01;10;01;0;969,4;969,4;969;;29,8;14,9;30,8;29,8;14,9;12,9;40;34;40;124;7,1;3,4;-9,388323;-40,523262;372,72
2019;01;10;02;0;969,6;969,7;969,4;;28,9;16;29,8;28,9;16;14,9;46;40;46;129;8,9;4,6;-9,388323;-40,523262;372,72
2019;01;10;03;0;969,9;969,9;969,6;;27,6;17,8;28,9;27,6;17,8;16;55;46;55;116;10,8;5,6;-9,388323;-40,523262;372,72
2019;01;10;04;0;969,8;970;969,8;;26,6;18,1;27,6;26,6;18,1;17,8;60;55;60;121;11;4,8;-9,388323;-40,523262;372,72
2019;01;10;05;0;969,8;969,9;969,7;;26,1;18,1;26,6;26,1;18,2;18,1;62;60;61;121;8,5;4,2;-9,388323;-40,523262;372,72
2019;01;10;06;0;969,7;969,9;969,7;;25,7;18,1;26,2;25,7;18,2;18;63;61;63;113;7,9;3,6;-9,388323;-40,523262;372,72
2019;01;10;07;0;969,7;969,8;969,7;;25,5;16,2;25,8;25,5;18,1;16,2;63;56;56;103;8,9;4,8;-9,388323;-40,523262;372,72
2019;01;10;08;0;970,3;970,3;969,5;;24,8;16,5;25,5;24,8;16,6;15,9;60;56;60;117;9,4;4,2;-9,388323;-40,523262;372,72
2019;01;10;09;0;971,3;971,3;970,3;6,9;24,5;16,9;24,8;24,5;16,9;16,5;62;60;62;116;8,7;3,8;-9,388323;-40,523262;372,72
2019;01;10;10;0;972;972;971,3;163,6;24,6;17,2;24,6;24,4;17,2;16,9;64;62;63;120;6,1;3,4;-9,388323;-40,523262;372,72
2019;01;10;11;0;972,2;972,2;972;479,7;25,3;17,2;25,4;24,6;17,4;17,1;63;61;61;109;6,8;3,1;-9,388323;-40,523262;372,72
2019;01;10;12;0;972,5;972,5;972,2;830,4;26,7;16,7;26,7;25,2;17,4;16,7;61;55;55;111;7,7;3,7;-9,388323;-40,523262;372,72
2019;01;10;13;0;972,4;972,6;972,4;888,2;27,1;16,3;27,4;26,3;16,9;16,2;55;51;52;117;7,7;3,7;-9,388323;-40,523262;372,72
2019;01;10;14;0;971,9;972,4;971,9;1281,4;28,2;16,2;28,7;27,1;16,6;16;52;47;48;127;7,5;4;-9,388323;-40,523262;372,72
2019;01;10;15;0;971,2;972;971,2;1888,7;29,7;14,4;30,3;28,2;16,4;14,4;48;39;39;122;9,5;4,2;-9,388323;-40,523262;372,72
2019;01;10;16;0;970,3;971,2;970,3;2200,4;31,9;13,5;31,9;29,7;15,1;13,3;40;33;33;129;9,3;4;-9,388323;-40,523262;372,72
2019;01;10;17;0;969,3;970,3;969,3;1451,6;31,3;13,2;31,9;30,4;14;13;36;33;33;126;7,8;3;-9,388323;-40,523262;372,72
2019;01;10;18;0;968,5;969,4;968,5;935,9;31,5;13;31,9;31;13,5;12,9;34;32;33;148;6,5;3;-9,388323;-40,523262;372,72
2019;01;10;19;0;968;968,5;968;791,9;32,1;13,1;32,3;31,3;13,4;12,9;33;31;32;89;5,8;2,6;-9,388323;-40,523262;372,72
2019;01;10;20;0;967,8;968;967,8;779,3;32,1;13;32,7;31,9;13,5;12,6;32;31;31;76;4,8;2,6;-9,388323;-40,523262;372,72
2019;01;10;21;0;968;968,1;967,8;172,7;31,4;12,4;32,1;31,4;13;12,4;32;31;31;71;5,4;2,3;-9,388323;-40,523262;372,72
2019;01;10;22;0;968,6;968,7;968;;30,5;12,2;31,4;30,5;12,4;11,9;33;31;33;30;4,6;2,4;-9,388323;-40,523262;372,72
2019;01;10;23;0;969;969;968,6;;29,7;12,8;30,5;29,7;12,8;12,3;35;33;35;57;4,8;2,9;-9,388323;-40,523262;372,72
2019;01;11;00;0;969,4;969,4;969;;29,3;13,1;29,7;29,3;13,1;12,8;37;35;37;81;4,8;1,5;-9,388323;-40,523262;372,72
2019;01;11;01;0;970;970;969,4;;28,7;13,7;29,3;28,7;13,7;13,1;40;37;40;99;4,1;2;-9,388323;-40,523262;372,72
2019;01;11;02;0;970,3;970,3;970;;28,5;14;28,7;28,5;14;13,7;41;40;41;102;5,1;2,5;-9,388323;-40,523262;372,72
2019;01;11;03;0;970,3;970,4;970,3;;27,9;14,5;28,5;27,9;14,5;14;44;41;44;115;8;3,8;-9,388323;-40,523262;372,72
2019;01;11;04;0;970,3;970,4;970,2;;27;14,3;27,9;27;14,5;14,1;46;44;46;112;9,4;4,5;-9,388323;-40,523262;372,72
2019;01;11;05;0;970,3;970,4;970,3;;26;14,8;27;26;14,8;14,3;50;46;50;116;9,6;4,4;-9,388323;-40,523262;372,72
2019;01;11;06;0;970,5;970,6;970,3;;25,2;15,2;26;25,2;15,3;14,7;54;50;54;126;8,3;3,9;-9,388323;-40,523262;372,72
2019;01;11;07;0;970,7;970,7;970,4;;24,5;15;25,2;24,5;15,2;15;56;54;56;130;7,2;4,5;-9,388323;-40,523262;372,72
2019;01;11;08;0;971,7;971,7;970,7;;23,7;16;24,5;23,7;16;15;62;56;62;135;8;4,5;-9,388323;-40,523262;372,72
2019;01;11;09;0;972,5;972,5;971,6;21,8;23,2;16,6;23,7;23,2;16,7;16;67;62;67;136;8,5;4;-9,388323;-40,523262;372,72
2019;01;11;10;0;973,2;973,3;972,5;235,2;23,9;16,7;23,9;23,1;16,8;16,6;67;64;64;125;7,5;3,9;-9,388323;-40,523262;372,72
2019;01;11;11;0;973,6;973,7;973,2;804,2;25,9;16;25,9;23,9;16,8;15,6;64;54;54;125;9,3;5,4;-9,388323;-40,523262;372,72
2019;01;11;12;0;973,8;973,9;973,6;1429,1;26,9;15,4;27,3;25,4;16;15,2;54;49;49;138;9,2;5,3;-9,388323;-40,523262;372,72
2019;01;11;13;0;973,5;973,9;973,4;1827,5;29;14,5;29;26,4;15,5;14,1;50;41;41;129;8,8;4,6;-9,388323;-40,523262;372,72
2019;01;11;14;0;972,8;973,5;972,7;2384,9;29,9;13,7;30,7;28,9;14,6;13,6;41;37;37;132;9,6;4,6;-9,388323;-40,523262;372,72
2019;01;11;15;0;971,8;972,8;971,8;2672,7;30,7;12,7;32,2;29,5;13,8;12,7;37;32;33;125;9,9;4,2;-9,388323;-40,523262;372,72
2019;01;11;16;0;970,5;971,8;970,5;2794,6;33,1;13;33,5;30,7;13,3;12;34;28;30;131;8,6;3,2;-9,388323;-40,523262;372,72
2019;01;11;17;0;969,6;970,5;969,6;2218,6;33,6;12,3;34,2;32,2;12,9;11,3;30;26;27;98;8,6;3,8;-9,388323;-40,523262;372,72
2019;01;11;18;0;968,7;969,6;968,7;1604,4;33,6;11,8;34,2;32,7;12,5;11,6;28;26;27;132;7,8;3,7;-9,388323;-40,523262;372,72
2019;01;11;19;0;968,2;968,7;968,2;1141,6;33,3;11,7;34,1;32,9;12,1;11,3;27;25;27;142;7,8;4,6;-9,388323;-40,523262;372,72
2019;01;11;20;0;968,2;968,3;968,1;677,9;32,7;11,8;33,8;32,7;12,1;11,5;28;26;28;149;8,5;4,3;-9,388323;-40,523262;372,72
2019;01;11;21;0;968,5;968,6;968,2;114,8;31,8;12,8;32,7;31,7;12,8;11,7;32;28;32;167;8,8;4;-9,388323;-40,523262;372,72
2019;01;11;22;0;969;969;968,5;3,1;31,5;12,3;31,9;31,5;12,9;12,1;32;30;31;141;6,9;3,4;-9,388323;-40,523262;372,72
2019;01;11;23;0;969,4;969,4;969;;31,1;12,2;31,5;31,1;12,4;12,2;32;31;32;140;6,5;3;-9,388323;-40,523262;372,72
2019;01;12;00;0;969,8;969,8;969,4;;30,6;12,3;31,1;30,6;12,3;12,1;32;32;32;142;5;2,6;-9,388323;-40,523262;372,72
2019;01;12;01;0;970,2;970,2;969,8;;30;12,2;30,6;29,9;12,5;12,2;34;32;34;142;4,5;1,6;-9,388323;-40,523262;372,72
2019;01;12;02;0;970,5;970,5;970,2;;29,2;12,9;30;29,2;13,1;12,1;37;33;37;134;5,8;3,2;-9,388323;-40,523262;372,72
2019;01;12;03;0;970,7;970,7;970,5;;28,2;13,9;29,2;28,1;13,9;12,9;42;37;42;114;5,5;2,6;-9,388323;-40,523262;372,72
2019;01;12;04;0;970,4;970,7;970,3;;27;16,3;28,2;27;16,3;14;52;42;52;115;7,8;4,6;-9,388323;-40,523262;372,72
2019;01;12;05;0;970,5;970,5;970,4;;26,1;16,5;27;26,1;16,5;16,3;55;52;55;124;7,8;2,8;-9,388323;-40,523262;372,72
2019;01;12;06;0;970,4;970,5;970,3;;25,4;15,6;26,1;25,4;16,6;15,6;56;54;55;123;6,6;3,9;-9,388323;-40,523262;372,72
2019;01;12;07;0;970,6;970,6;970,3;;24,7;15;25,4;24,7;15,6;14,9;55;53;55;131;6,6;2,8;-9,388323;-40,523262;372,72
2019;01;12;08;0;971,1;971,1;970,5;;24,2;15,5;24,7;24,2;15,5;15;58;55;58;125;4,8;2;-9,388323;-40,523262;372,72
2019;01;12;09;0;971,7;971,7;971,1;20,5;23,7;16,4;24,2;23,6;16,4;15,5;64;58;64;128;6,5;3,1;-9,388323;-40,523262;372,72
2019;01;12;10;0;972,6;972,6;971,7;409,2;24,2;17;24,4;23,7;17;16,3;64;62;64;134;7,9;4,4;-9,388323;-40,523262;372,72
2019;01;12;11;0;973;973;972,6;800,4;25,8;16,7;25,8;24,2;17,1;16,5;64;57;57;128;9,4;5,2;-9,388323;-40,523262;372,72
2019;01;12;12;0;973,2;973,2;973;1678,1;26,7;16,4;28;25,6;17,2;16;58;50;53;129;8,6;3,4;-9,388323;-40,523262;372,72
2019;01;12;13;0;973;973,3;973;1765,6;28,3;16,1;28,5;26,6;16,9;16,1;53;47;48;137;8,2;4,8;-9,388323;-40,523262;372,72
2019;01;12;14;0;972,3;973;972,3;2427,7;29,6;15,4;30,6;27,8;16,6;14,9;49;40;42;129;8,5;5,1;-9,388323;-40,523262;372,72
2019;01;12;15;0;971,2;972,3;971,2;2750,1;32,6;14,5;32,7;29,7;15,7;14,2;42;33;33;119;8,9;4,6;-9,388323;-40,523262;372,72
2019;01;12;16;0;970;971,2;970;2605,7;32,3;13,8;33,4;31,4;14,6;13,6;35;32;33;139;9,8;4,4;-9,388323;-40,523262;372,72
2019;01;12;17;0;969,1;970;969,1;2289,6;33,4;13,5;34;32;14,3;13,1;33;29;30;149;8;4;-9,388323;-40,523262;372,72
2019;01;12;18;0;968,4;969,1;968,3;1745;34,6;12,1;34,7;32,8;13,8;12;31;26;26;138;8,6;3,3;-9,388323;-40,523262;372,72
2019;01;12;19;0;967,9;968,4;967,9;1417;34,6;11,9;35;33,8;12,4;10,8;27;24;25;126;7,1;3,5;-9,388323;-40,523262;372,72
2019;01;12;20;0;968;968;967,9;853,6;34,5;11,4;35,1;33,7;11,7;10,3;25;23;25;112;7,9;4;-9,388323;-40,523262;372,72
2019;01;12;21;0;968,2;968,2;968;228;33,3;11,4;34,6;33,3;11,6;11;26;24;26;125;8,3;3;-9,388323;-40,523262;372,72
2019;01;12;22;0;968,9;968,9;968,2;2,1;32,3;12;33,3;32,3;12,1;11,2;29;26;29;127;6,5;3;-9,388323;-40,523262;372,72
2019;01;12;23;0;969,6;969,7;968,9;;31,4;11,5;32,3;31,4;12;11,4;30;28;30;129;5,1;2,5;-9,388323;-40,523262;372,72
2019;01;13;00;0;970,1;970,1;969,6;;30,9;11,2;31,4;30,9;11,6;11,2;30;30;30;128;6,5;2,8;-9,388323;-40,523262;372,72
2019;01;13;01;0;970,4;970,5;970,1;;29,8;11,5;30,9;29,8;11,5;11,1;32;30;32;135;5,7;2,6;-9,388323;-40,523262;372,72
2019;01;13;02;0;970,7;970,8;970,4;;28,6;12,4;29,8;28,6;12,4;11,5;37;32;37;124;9,2;5,5;-9,388323;-40,523262;372,72
2019;01;13;03;0;970,9;970,9;970,7;;27,5;16,2;28,6;27,5;16,2;12,4;50;37;50;117;10,6;4,5;-9,388323;-40,523262;372,72
2019;01;13;04;0;970,7;971;970,7;;26,6;16,3;27,5;26,6;16,4;16,3;53;50;53;118;8,5;4;-9,388323;-40,523262;372,72
2019;01;13;05;0;970,2;970,7;970,2;;26,1;16,4;26,6;26;16,6;16,3;56;53;55;139;7,1;2,8;-9,388323;-40,523262;372,72
2019;01;13;06;0;970,2;970,2;970;;25,3;15,8;26,1;25,3;16,4;15,7;56;55;56;142;7,8;3,2;-9,388323;-40,523262;372,72
2019;01;13;07;0;970,3;970,4;970,2;;24,6;15,4;25,3;24,6;15,8;15,2;57;56;56;125;6;2,9;-9,388323;-40,523262;372,72
2019;01;13;08;0;970,9;970,9;970,2;;24;15,2;24,6;24;15,6;15,2;58;56;58;112;5,2;2,2;-9,388323;-40,523262;372,72
2019;01;13;09;0;971,3;971,3;970,9;11,8;23,7;15,5;24;23,7;15,6;15,1;60;58;60;131;6,8;3,8;-9,388323;-40,523262;372,72
2019;01;13;10;0;972,3;972,3;971,3;376,4;24,5;16,2;24,6;23,6;16,2;15,5;61;59;60;112;8,4;4,4;-9,388323;-40,523262;372,72
2019;01;13;11;0;972,7;972,7;972,2;1036,1;25,9;15,4;25,9;24,4;16,6;15,4;60;52;52;116;9,7;4,9;-9,388323;-40,523262;372,72
2019;01;13;12;0;972,9;973;972,7;1771,3;27;15;27,1;25,5;15,1;14,1;52;46;48;117;11,3;6;-9,388323;-40,523262;372,72
2019;01;13;13;0;972,9;973;972,8;1819,3;27,6;15;28,1;26,3;15,5;14,8;50;45;46;123;10;5,5;-9,388323;-40,523262;372,72
2019;01;13;14;0;972,2;972,9;972,1;2583,8;28,5;14,5;29,5;27,1;15,1;14,4;47;41;42;138;9,9;5,6;-9,388323;-40,523262;372,72
2019;01;13;15;0;971,3;972,2;971,3;2560;30;13,9;30,7;28,5;15;13,7;43;37;38;133;9,7;4,8;-9,388323;-40,523262;372,72
2019;01;13;16;0;970,5;971,3;970,5;2134,2;31,4;13,3;31,9;30;14,5;13;38;33;33;135;9,1;4,8;-9,388323;-40,523262;372,72
2019;01;13;17;0;969,4;970,5;969,4;2389,3;32,5;13;33,4;31,4;13,7;12,6;33;29;31;116;10,3;3,6;-9,388323;-40,523262;372,72
2019;01;13;18;0;968,6;969,4;968,6;2046;33,7;12,7;34,3;31,8;13,6;12,3;32;28;28;125;8,8;4,6;-9,388323;-40,523262;372,72
2019;01;13;19;0;968,3;968,6;968,3;1332,1;33,5;13,2;34,2;32,3;13,5;12,4;31;27;29;143;8,7;4,2;-9,388323;-40,523262;372,72
2019;01;13;20;0;968,2;968,4;968,2;690,3;32,7;12,6;33,6;32,5;13,1;12,5;30;29;29;140;8,7;3,4;-9,388323;-40,523262;372,72
2019;01;13;21;0;968,4;968,4;968,2;240,6;32,6;12,7;32,9;32,6;12,9;12,3;30;29;30;141;7,7;3,5;-9,388323;-40,523262;372,72
2019;01;13;22;0;968,8;968,8;968,3;5,7;31,2;13,6;32,6;31,2;13,6;12,7;34;30;34;161;8,3;3,8;-9,388323;-40,523262;372,72
2019;01;13;23;0;969,7;969,7;968,8;;30,4;13,7;31,2;30,4;13,8;13,6;36;34;36;166;9,5;3;-9,388323;-40,523262;372,72
2019;01;14;00;0;970,2;970,2;969,7;;30;13,6;30,5;29,9;13,7;13,5;37;36;37;164;6,5;3;-9,388323;-40,523262;372,72
2019;01;14;01;0;970,5;970,5;970,2;;29,3;14;30;29,3;14;13,6;39;37;39;156;6,6;2,3;-9,388323;-40,523262;372,72
2019;01;14;02;0;970,9;970,9;970,5;;28,9;14,1;29,4;28,9;14,1;13,9;40;39;40;143;5,3;2,5;-9,388323;-40,523262;372,72
2019;01;14;03;0;970,8;971,1;970,8;;28,4;15;28,9;28,4;15;14,1;44;40;44;121;7,3;3,8;-9,388323;-40,523262;372,72
2019;01;14;04;0;970,7;970,8;970,6;;27,5;18,2;28,4;27,5;18,2;15;57;44;57;105;8,5;4,1;-9,388323;-40,523262;372,72
2019;01;14;05;0;970,4;970,7;970,4;;26,6;18;27,5;26,6;18,2;18;60;57;59;120;10,1;4,9;-9,388323;-40,523262;372,72
2019;01;14;06;0;970,5;970,6;970,4;;25,8;17,8;26,6;25,8;18,1;17,8;62;59;61;115;9,1;3,6;-9,388323;-40,523262;372,72
2019;01;14;07;0;970,8;970,8;970,5;;25,2;17;25,8;25,2;17,8;17;61;60;60;117;7,3;4,1;-9,388323;-40,523262;372,72
2019;01;14;08;0;971;971;970,7;;24,9;17,2;25,2;24,9;17,2;17;62;60;62;113;7,1;2,8;-9,388323;-40,523262;372,72
2019;01;14;09;0;972;972;971;2,2;25,1;17,8;25,1;24,8;17,8;17,2;64;62;64;131;5,6;3,2;-9,388323;-40,523262;372,72
2019;01;14;10;0;972,7;972,7;972;128,9;25,1;16,9;25,4;25,1;18;16,8;64;60;61;147;5,6;2,9;-9,388323;-40,523262;372,72
2019;01;14;11;0;973;973,1;972,7;359,7;26,3;17,6;26,3;25,1;17,7;16,9;61;59;59;125;5,9;3,8;-9,388323;-40,523262;372,72
2019;01;14;12;0;973,3;973,3;973;792,9;27,4;18,3;27,5;26,1;18,5;17,5;59;57;58;107;6,7;3,4;-9,388323;-40,523262;372,72
2019;01;14;13;0;973,2;973,5;973,2;1498,6;28,8;17,6;28,9;27,1;18,4;17,2;58;50;51;120;7,9;4,8;-9,388323;-40,523262;372,72
2019;01;14;14;0;972,7;973,2;972,7;2260,2;30,7;16,5;31,6;28,7;17,8;16,3;51;41;43;120;10,7;4,1;-9,388323;-40,523262;372,72
2019;01;14;15;0;972,3;972,7;972,2;1975,9;31,5;16,6;32,1;30,4;17,2;16,3;44;40;41;87;7,4;3,7;-9,388323;-40,523262;372,72
2019;01;14;16;0;971,1;972,3;971,1;1723,7;32,2;16,4;32,8;30,6;16,9;16,3;43;38;39;80;7,8;2,5;-9,388323;-40,523262;372,72
2019;01;14;17;0;970,2;971,1;970,2;1867,8;32,3;16,3;33;31,6;16,6;15,4;39;36;38;89;9,4;3,1;-9,388323;-40,523262;372,72
2019;01;14;18;0;969,2;970,2;969,2;997,2;32,1;16;33,1;31,8;16,4;15,7;38;36;38;70;8,3;4;-9,388323;-40,523262;372,72
2019;01;14;19;2,6;969,3;969,8;968,9;818,2;25,8;19,9;33,1;24,6;20,1;15,5;72;36;70;146;11,8;4,6;-9,388323;-40,523262;372,72
2019;01;14;20;0;969,1;969,3;969;468,7;29,5;18,6;29,5;25,8;21,1;18,4;70;52;52;121;11,4;2,8;-9,388323;-40,523262;372,72
2019;01;14;21;0;969,3;969,3;969;142,5;29,4;18,5;29,6;29,4;18,8;18,1;53;50;52;120;5,8;2,4;-9,388323;-40,523262;372,72
2019;01;14;22;0;969,5;969,6;969,3;;28,6;18,1;29,4;28,6;18,8;17,9;54;52;53;111;5,8;2,4;-9,388323;-40,523262;372,72
2019;01;14;23;0;970;970;969,4;;28,3;17,1;28,7;28,3;18;16,4;53;48;51;80;4,1;1,8;-9,388323;-40,523262;372,72
2019;01;15;00;0;970,9;970,9;970;;27,3;18,4;28,4;27,3;18,4;16,8;59;50;59;176;3,8;0,9;-9,388323;-40,523262;372,72
